07/07-12:02:14.831049, 10335, TCP, raw, 455, C2S, 192.168.10.50:56108, 192.168.10.3:3268, 306:1:0, allow
07/07-19:04:33.364862, 8737529, TCP, raw, 52, C2S, 172.16.0.1:64756, 192.168.10.50:80, 303:1:0, allow
07/07-19:04:44.170780, 8749452, TCP, raw, 40, C2S, 172.16.0.1:62618, 192.168.10.50:80, 301:2:1, allow
07/07-19:05:34.099253, 8816619, TCP, raw, 52, C2S, 172.16.0.1:50025, 192.168.10.50:80, 303:1:0, allow
07/07-19:06:26.370296, 8878540, TCP, raw, 40, C2S, 172.16.0.1:65455, 192.168.10.50:80, 301:2:1, allow
07/07-19:06:34.216012, 8886858, TCP, raw, 52, C2S, 172.16.0.1:49159, 192.168.10.50:80, 303:1:0, allow
07/07-19:06:59.513013, 8916887, TCP, raw, 166, C2S, 192.168.10.15:59131, 94.31.29.64:443, 301:1:1, allow
07/07-19:06:59.946848, 8918493, TCP, raw, 40, C2S, 172.16.0.1:49753, 192.168.10.50:80, 301:2:1, allow
07/07-19:06:59.946851, 8918497, TCP, raw, 40, C2S, 172.16.0.1:49755, 192.168.10.50:80, 301:2:1, allow
07/07-19:07:04.819514, 8926780, TCP, raw, 611, C2S, 192.168.10.15:59175, 63.251.109.81:443, 301:1:1, allow
07/07-19:07:32.545896, 8962199, TCP, raw, 40, C2S, 172.16.0.1:50668, 192.168.10.50:80, 301:2:1, allow
07/07-19:07:34.520295, 8963890, TCP, raw, 52, C2S, 172.16.0.1:51102, 192.168.10.50:80, 303:1:0, allow
07/07-19:08:18.778612, 9014403, TCP, raw, 40, C2S, 172.16.0.1:51892, 192.168.10.50:80, 301:2:1, allow
07/07-19:08:34.670340, 9038176, TCP, raw, 52, C2S, 172.16.0.1:30816, 192.168.10.50:80, 303:1:0, allow
07/07-19:08:41.973078, 9046856, TCP, raw, 40, C2S, 172.16.0.1:52713, 192.168.10.50:80, 301:2:1, allow
07/07-19:08:41.973932, 9046872, TCP, raw, 40, C2S, 172.16.0.1:52710, 192.168.10.50:80, 301:2:1, allow
07/07-19:08:41.973936, 9046874, TCP, raw, 40, C2S, 172.16.0.1:52709, 192.168.10.50:80, 301:2:1, allow
07/07-19:09:04.093308, 9073404, TCP, raw, 40, C2S, 172.16.0.1:53333, 192.168.10.50:80, 301:2:1, allow
07/07-19:09:30.355249, 9105563, TCP, raw, 40, S2C, 119.205.194.11:80, 192.168.10.12:42106, 301:1:1, allow
07/07-19:09:34.795708, 9112470, TCP, raw, 52, C2S, 172.16.0.1:32423, 192.168.10.50:80, 303:1:0, allow
07/07-19:10:10.637416, 9153820, TCP, raw, 40, C2S, 172.16.0.1:55119, 192.168.10.50:80, 301:2:1, allow
07/07-19:10:10.638429, 9153858, TCP, raw, 40, C2S, 172.16.0.1:55118, 192.168.10.50:80, 301:2:1, allow
07/07-19:10:10.638434, 9153861, TCP, raw, 40, C2S, 172.16.0.1:55116, 192.168.10.50:80, 301:2:1, allow
07/07-19:10:34.968441, 9182748, TCP, raw, 52, C2S, 172.16.0.1:34058, 192.168.10.50:80, 303:1:0, allow
07/07-19:10:56.808121, 9207781, TCP, raw, 40, C2S, 172.16.0.1:56277, 192.168.10.50:80, 301:2:1, allow
07/07-19:11:34.968975, 9257258, TCP, raw, 52, C2S, 172.16.0.1:35717, 192.168.10.50:80, 303:1:0, allow
07/07-19:11:36.490354, 9258927, TCP, raw, 52, C2S, 172.16.0.1:57546, 192.168.10.50:80, 301:2:1, allow
07/07-19:12:08.343081, 9296465, TCP, raw, 40, C2S, 172.16.0.1:58247, 192.168.10.50:80, 301:2:1, allow
07/07-19:12:32.528416, 9327131, TCP, raw, 40, C2S, 172.16.0.1:58894, 192.168.10.50:80, 301:2:1, allow
07/07-19:12:32.530407, 9327204, TCP, raw, 40, C2S, 172.16.0.1:58898, 192.168.10.50:80, 301:2:1, allow
07/07-19:12:36.328837, 9330333, TCP, raw, 52, C2S, 172.16.0.1:37357, 192.168.10.50:80, 303:1:0, allow
07/07-19:13:36.380823, 9414463, TCP, raw, 52, C2S, 172.16.0.1:39035, 192.168.10.50:80, 303:1:0, allow
07/07-19:13:44.312145, 9430228, TCP, raw, 567, C2S, 192.168.10.16:34732, 210.160.193.189:443, 301:2:1, allow
07/07-19:13:54.278082, 9445966, TCP, raw, 40, C2S, 172.16.0.1:61098, 192.168.10.50:80, 301:2:1, allow
07/07-19:13:56.382105, 9450842, TCP, raw, 40, S2C, 4.16.75.78:80, 192.168.10.14:58264, 301:1:1, allow
07/07-19:14:06.391709, 9467115, TCP, raw, 40, C2S, 172.16.0.1:61409, 192.168.10.50:80, 301:2:1, allow
07/07-19:14:31.409865, 9499134, TCP, raw, 40, C2S, 192.168.10.5:56221, 104.88.109.24:80, 301:1:1, allow
07/07-19:14:36.381278, 9506359, TCP, raw, 52, C2S, 172.16.0.1:40628, 192.168.10.50:80, 303:1:0, allow
07/07-19:14:53.002396, 9526084, TCP, raw, 40, C2S, 172.16.0.1:62693, 192.168.10.50:80, 301:2:1, allow
07/07-19:15:37.150601, 9577417, TCP, raw, 52, C2S, 172.16.0.1:64032, 192.168.10.50:80, 303:1:0, allow
07/07-19:15:43.774924, 9587608, TCP, raw, 40, C2S, 172.16.0.1:50620, 192.168.10.50:80, 306:1:0, allow
07/07-19:15:53.731701, 9598870, TCP, raw, 40, C2S, 172.16.0.1:64339, 192.168.10.50:80, 301:2:1, allow
07/07-19:16:08.619245, 9623937, TCP, raw, 40, C2S, 172.16.0.1:64900, 192.168.10.50:80, 301:2:1, allow
07/07-19:19:56.104078, 9654482, TCP, raw, 60, C2S, 192.168.10.17:37077, 114.80.165.63:80, 303:1:0, allow
07/07-19:20:58.698079, 9668455, TCP, raw, 40, S2C, 114.80.165.63:80, 192.168.10.17:37079, 301:1:1, allow
07/07-19:22:33.497700, 9676933, TCP, raw, 48, C2S, 192.168.10.5:56414, 205.174.165.73:8080, 306:1:0, allow
07/07-19:22:59.111220, 9681502, TCP, raw, 166, C2S, 192.168.10.14:58509, 198.11.132.221:443, 301:1:1, allow
07/07-19:23:48.855501, 9692312, TCP, raw, 166, C2S, 192.168.10.9:9875, 23.206.163.180:443, 301:1:1, allow
07/07-19:26:50.488374, 9710376, TCP, raw, 48, C2S, 192.168.10.8:9905, 200.33.84.128:443, 306:1:0, allow
07/07-19:27:16.535723, 9716259, TCP, raw, 60, C2S, 192.168.10.12:40452, 208.92.238.25:443, 306:1:0, allow
07/07-19:33:23.028340, 9771340, TCP, raw, 202, C2S, 192.168.10.17:59895, 104.19.194.102:443, 301:1:1, allow
07/07-19:37:08.674648, 9789478, TCP, raw, 200, C2S, 192.168.10.51:59531, 162.213.33.50:443, 301:1:1, allow
07/07-19:40:58.418251, 9807907, TCP, raw, 52, C2S, 192.168.10.14:58715, 95.131.143.205:443, 306:1:0, allow
07/07-19:41:02.143779, 9811647, TCP, raw, 166, C2S, 192.168.10.15:60711, 54.210.10.219:443, 301:1:1, allow
07/07-19:41:31.279448, 9820206, TCP, raw, 198, C2S, 192.168.10.5:56736, 169.60.66.39:443, 301:1:1, allow
07/07-19:50:34.561338, 9881206, TCP, raw, 1500, S2C, 38.72.130.139:80, 192.168.10.25:53794, 301:2:1, allow
07/07-19:51:51.497693, 9900044, TCP, raw, 41, C2S, 192.168.10.15:61001, 72.21.91.29:80, 306:1:0, allow
07/07-19:52:36.651523, 9904996, TCP, raw, 1500, S2C, 38.72.130.155:80, 192.168.10.25:53882, 301:2:1, allow
07/07-19:55:02.554671, 9931217, TCP, raw, 166, C2S, 192.168.10.5:57004, 47.88.68.21:443, 301:1:1, allow
07/07-19:55:05.338463, 9931845, TCP, raw, 166, C2S, 192.168.10.5:56932, 42.81.4.104:443, 301:1:1, allow
07/07-19:58:42.316788, 9963899, TCP, raw, 1500, S2C, 38.72.130.139:80, 192.168.10.25:54117, 301:1:1, allow
07/07-20:00:43.660815, 9990014, TCP, raw, 1500, S2C, 38.72.130.139:80, 192.168.10.25:54194, 301:1:1, allow
