07/03-12:06:51.613437, 63092, TCP, raw, 1500, S2C, 23.208.104.19:80, 192.168.10.16:36602, 301:1:1, allow
07/05-13:55:04.849983, 8499741, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39348, 301:2:1, allow
07/05-13:55:04.850402, 8499751, TCP, raw, 52, C2S, 172.16.0.1:39328, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.853393, 8499795, TCP, raw, 52, C2S, 172.16.0.1:39334, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.856416, 8499831, TCP, raw, 40, C2S, 172.16.0.1:39338, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.857364, 8499843, TCP, raw, 52, C2S, 172.16.0.1:39342, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.858061, 8499854, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39358, 301:2:1, allow
07/05-13:55:04.858422, 8499864, TCP, raw, 52, C2S, 172.16.0.1:39344, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.861415, 8499895, TCP, raw, 52, C2S, 172.16.0.1:39350, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.861847, 8499908, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39370, 301:2:1, allow
07/05-13:55:04.863411, 8499921, TCP, raw, 52, C2S, 172.16.0.1:39362, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.865415, 8499946, TCP, raw, 40, C2S, 172.16.0.1:39364, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.865922, 8499960, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39378, 301:2:1, allow
07/05-13:55:04.866401, 8499963, TCP, raw, 52, C2S, 172.16.0.1:39366, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.867403, 8499972, TCP, raw, 52, C2S, 172.16.0.1:39360, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.868403, 8499987, TCP, raw, 52, C2S, 172.16.0.1:39352, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.870426, 8500026, TCP, raw, 52, C2S, 172.16.0.1:39356, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.871392, 8500038, TCP, raw, 52, C2S, 172.16.0.1:39354, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.874024, 8500064, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39390, 301:2:1, allow
07/05-13:55:04.874418, 8500077, TCP, raw, 40, C2S, 172.16.0.1:39376, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.875420, 8500090, TCP, raw, 52, C2S, 172.16.0.1:39374, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.877409, 8500117, TCP, raw, 52, C2S, 172.16.0.1:39382, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.878411, 8500127, TCP, raw, 52, C2S, 172.16.0.1:39384, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.880409, 8500148, TCP, raw, 52, C2S, 172.16.0.1:39386, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.881419, 8500174, TCP, raw, 52, C2S, 172.16.0.1:39380, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.882411, 8500182, TCP, raw, 52, C2S, 172.16.0.1:39388, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.882852, 8500197, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39410, 301:2:1, allow
07/05-13:55:04.885391, 8500259, TCP, raw, 52, C2S, 172.16.0.1:39398, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.888400, 8500291, TCP, raw, 52, C2S, 172.16.0.1:39396, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.889429, 8500322, TCP, raw, 52, C2S, 172.16.0.1:39402, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.890394, 8500342, TCP, raw, 52, C2S, 172.16.0.1:39404, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.891410, 8500349, TCP, raw, 52, C2S, 172.16.0.1:39406, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.894396, 8500383, TCP, raw, 52, C2S, 172.16.0.1:39408, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.895422, 8500401, TCP, raw, 52, C2S, 172.16.0.1:39412, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.895831, 8500446, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39436, 301:2:1, allow
07/05-13:55:04.897402, 8500471, TCP, raw, 52, C2S, 172.16.0.1:39418, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.898410, 8500482, TCP, raw, 52, C2S, 172.16.0.1:39416, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.900421, 8500517, TCP, raw, 52, C2S, 172.16.0.1:39420, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.902422, 8500559, TCP, raw, 52, C2S, 172.16.0.1:39424, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.903402, 8500574, TCP, raw, 52, C2S, 172.16.0.1:39426, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.904409, 8500590, TCP, raw, 52, C2S, 172.16.0.1:39428, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.905412, 8500596, TCP, raw, 52, C2S, 172.16.0.1:39432, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.905902, 8500605, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39450, 301:2:1, allow
07/05-13:55:04.906409, 8500611, TCP, raw, 52, C2S, 172.16.0.1:39430, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.908391, 8500640, TCP, raw, 52, C2S, 172.16.0.1:39434, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.910398, 8500652, TCP, raw, 52, C2S, 172.16.0.1:39438, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.913421, 8500721, TCP, raw, 52, C2S, 172.16.0.1:39446, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.914033, 8500733, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39466, 301:2:1, allow
07/05-13:55:04.914391, 8500736, TCP, raw, 52, C2S, 172.16.0.1:39444, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.915411, 8500749, TCP, raw, 52, C2S, 172.16.0.1:39448, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.917889, 8500824, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39472, 301:2:1, allow
07/05-13:55:04.918406, 8500831, TCP, raw, 52, C2S, 172.16.0.1:39456, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.920394, 8500855, TCP, raw, 52, C2S, 172.16.0.1:39454, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.921401, 8500868, TCP, raw, 52, C2S, 172.16.0.1:39458, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.922407, 8500883, TCP, raw, 52, C2S, 172.16.0.1:39460, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.923398, 8500900, TCP, raw, 52, C2S, 172.16.0.1:39462, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.926411, 8500937, TCP, raw, 52, C2S, 172.16.0.1:39470, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.927411, 8500953, TCP, raw, 52, C2S, 172.16.0.1:39468, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.929420, 8501005, TCP, raw, 52, C2S, 172.16.0.1:36704, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.930103, 8501040, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39484, 301:2:1, allow
07/05-13:55:04.930407, 8501047, TCP, raw, 52, C2S, 172.16.0.1:36700, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.933365, 8501112, TCP, raw, 40, C2S, 172.16.0.1:36702, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.933974, 8501119, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39496, 301:2:1, allow
07/05-13:55:04.938415, 8501166, TCP, raw, 52, C2S, 172.16.0.1:39480, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.939361, 8501177, TCP, raw, 52, C2S, 172.16.0.1:39482, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.941421, 8501203, TCP, raw, 40, C2S, 172.16.0.1:39486, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.942004, 8501218, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:36708, 301:2:1, allow
07/05-13:55:04.943471, 8501263, TCP, raw, 52, C2S, 172.16.0.1:39488, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.944405, 8501285, TCP, raw, 40, C2S, 172.16.0.1:39492, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.947377, 8501309, TCP, raw, 52, C2S, 172.16.0.1:39494, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.948389, 8501321, TCP, raw, 52, C2S, 172.16.0.1:39498, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.949413, 8501380, TCP, raw, 52, C2S, 172.16.0.1:39500, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.950398, 8501394, TCP, raw, 40, C2S, 172.16.0.1:39502, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.951386, 8501405, TCP, raw, 52, C2S, 172.16.0.1:36716, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.952410, 8501417, TCP, raw, 40, C2S, 172.16.0.1:36718, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.952864, 8501428, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36732, 301:2:1, allow
07/05-13:55:04.954392, 8501453, TCP, raw, 52, C2S, 172.16.0.1:36710, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.955410, 8501462, TCP, raw, 52, C2S, 172.16.0.1:36730, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.957414, 8501477, TCP, raw, 52, C2S, 172.16.0.1:36712, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.957926, 8501490, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:36726, 301:2:1, allow
07/05-13:55:04.958394, 8501492, TCP, raw, 52, C2S, 172.16.0.1:36714, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.959416, 8501513, TCP, raw, 52, C2S, 172.16.0.1:36722, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.961405, 8501590, TCP, raw, 52, C2S, 172.16.0.1:36736, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.961953, 8501602, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39508, 301:2:1, allow
07/05-13:55:04.965880, 8501672, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39512, 301:2:1, allow
07/05-13:55:04.966397, 8501674, TCP, raw, 52, C2S, 172.16.0.1:36744, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.967401, 8501687, TCP, raw, 52, C2S, 172.16.0.1:36740, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.967955, 8501697, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39516, 301:2:1, allow
07/05-13:55:04.968391, 8501699, TCP, raw, 52, C2S, 172.16.0.1:36724, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.970400, 8501725, TCP, raw, 52, C2S, 172.16.0.1:36742, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.972390, 8501744, TCP, raw, 52, C2S, 172.16.0.1:36728, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.972423, 8501757, TCP, raw, 40, C2S, 172.16.0.1:39506, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.976409, 8501821, TCP, raw, 52, C2S, 172.16.0.1:39510, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.978406, 8501858, TCP, raw, 52, C2S, 172.16.0.1:39514, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.979903, 8501877, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36746, 301:2:1, allow
07/05-13:55:04.980404, 8501888, TCP, raw, 52, C2S, 172.16.0.1:39518, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.981396, 8501914, TCP, raw, 52, C2S, 172.16.0.1:39520, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.984356, 8501947, TCP, raw, 52, C2S, 172.16.0.1:39524, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.984387, 8501950, TCP, raw, 52, C2S, 172.16.0.1:39526, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.985945, 8501968, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36750, 301:2:1, allow
07/05-13:55:04.986389, 8501971, TCP, raw, 40, C2S, 172.16.0.1:39528, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.987393, 8501986, TCP, raw, 52, C2S, 172.16.0.1:39530, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.988400, 8501998, TCP, raw, 52, C2S, 172.16.0.1:39532, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.989387, 8502005, TCP, raw, 52, C2S, 172.16.0.1:36748, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.991421, 8502020, TCP, raw, 52, C2S, 172.16.0.1:36760, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.992419, 8502045, TCP, raw, 52, C2S, 172.16.0.1:36756, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.993401, 8502075, TCP, raw, 52, C2S, 172.16.0.1:36754, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.994388, 8502086, TCP, raw, 52, C2S, 172.16.0.1:36766, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.995412, 8502094, TCP, raw, 52, C2S, 172.16.0.1:36762, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.996426, 8502128, TCP, raw, 60, C2S, 172.16.0.1:36926, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:04.998355, 8502173, TCP, raw, 52, C2S, 172.16.0.1:36752, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.003408, 8502228, TCP, raw, 52, C2S, 172.16.0.1:39538, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.004417, 8502248, TCP, raw, 52, C2S, 172.16.0.1:39540, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.005409, 8502257, TCP, raw, 40, C2S, 172.16.0.1:39542, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.005876, 8502266, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36774, 301:2:1, allow
07/05-13:55:05.006380, 8502272, TCP, raw, 52, C2S, 172.16.0.1:39546, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.007395, 8502283, TCP, raw, 52, C2S, 172.16.0.1:39544, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.009407, 8502335, TCP, raw, 52, C2S, 172.16.0.1:39550, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.009423, 8502344, TCP, raw, 52, C2S, 172.16.0.1:39552, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.012403, 8502377, TCP, raw, 40, C2S, 172.16.0.1:39554, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.014400, 8502423, TCP, raw, 52, C2S, 172.16.0.1:39560, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.015410, 8502440, TCP, raw, 52, C2S, 172.16.0.1:39558, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.017392, 8502469, TCP, raw, 52, C2S, 172.16.0.1:36788, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.019374, 8502487, TCP, raw, 52, C2S, 172.16.0.1:36786, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.020386, 8502506, TCP, raw, 52, C2S, 172.16.0.1:36784, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.021409, 8502518, TCP, raw, 52, S2C, 192.168.10.50:80, 172.16.0.1:36794, 301:2:1, allow
07/05-13:55:05.022008, 8502529, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36782, 301:2:1, allow
07/05-13:55:05.022388, 8502533, TCP, raw, 52, C2S, 172.16.0.1:36792, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.024410, 8502580, TCP, raw, 52, C2S, 172.16.0.1:36778, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.025077, 8502594, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:36790, 301:2:1, allow
07/05-13:55:05.026401, 8502604, TCP, raw, 52, C2S, 172.16.0.1:36796, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.028424, 8502638, TCP, raw, 52, C2S, 172.16.0.1:36808, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.029430, 8502657, TCP, raw, 52, C2S, 172.16.0.1:36806, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.031410, 8502685, TCP, raw, 52, C2S, 172.16.0.1:39562, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.032390, 8502697, TCP, raw, 52, C2S, 172.16.0.1:36770, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.036399, 8502743, TCP, raw, 52, C2S, 172.16.0.1:36800, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.037409, 8502754, TCP, raw, 52, C2S, 172.16.0.1:36798, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.038406, 8502771, TCP, raw, 52, C2S, 172.16.0.1:36772, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.039401, 8502793, TCP, raw, 52, C2S, 172.16.0.1:36776, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.040418, 8502809, TCP, raw, 52, C2S, 172.16.0.1:39564, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.042396, 8502827, TCP, raw, 40, C2S, 172.16.0.1:39568, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.043408, 8502839, TCP, raw, 52, C2S, 172.16.0.1:39566, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.044413, 8502851, TCP, raw, 52, C2S, 172.16.0.1:39572, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.045415, 8502890, TCP, raw, 52, C2S, 172.16.0.1:39570, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.046549, 8502908, TCP, raw, 52, C2S, 172.16.0.1:39576, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.047402, 8502912, TCP, raw, 52, C2S, 172.16.0.1:39574, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.048105, 8502924, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:36832, 301:2:1, allow
07/05-13:55:05.048386, 8502928, TCP, raw, 52, C2S, 172.16.0.1:39578, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.049394, 8502942, TCP, raw, 52, C2S, 172.16.0.1:39580, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.050031, 8502954, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36830, 301:2:1, allow
07/05-13:55:05.050390, 8502959, TCP, raw, 52, C2S, 172.16.0.1:39582, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.052385, 8502976, TCP, raw, 52, C2S, 172.16.0.1:39586, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.054396, 8502998, TCP, raw, 52, C2S, 172.16.0.1:36810, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.055440, 8503015, TCP, raw, 52, C2S, 172.16.0.1:36820, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.056438, 8503050, TCP, raw, 52, C2S, 172.16.0.1:36822, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.058405, 8503078, TCP, raw, 52, C2S, 172.16.0.1:39592, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.061404, 8503121, TCP, raw, 52, C2S, 172.16.0.1:36828, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.064390, 8503159, TCP, raw, 52, C2S, 172.16.0.1:36814, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.064411, 8503161, TCP, raw, 52, C2S, 172.16.0.1:36818, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.064841, 8503177, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39606, 301:2:1, allow
07/05-13:55:05.066410, 8503184, TCP, raw, 52, C2S, 172.16.0.1:36816, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.067401, 8503195, TCP, raw, 52, C2S, 172.16.0.1:39588, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.068404, 8503208, TCP, raw, 52, C2S, 172.16.0.1:36812, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.069403, 8503219, TCP, raw, 52, C2S, 172.16.0.1:36826, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.070393, 8503237, TCP, raw, 52, C2S, 172.16.0.1:39598, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.070409, 8503240, TCP, raw, 52, C2S, 172.16.0.1:39594, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.072406, 8503260, TCP, raw, 52, C2S, 172.16.0.1:39596, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.074386, 8503284, TCP, raw, 52, C2S, 172.16.0.1:39602, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.076442, 8503331, TCP, raw, 52, C2S, 172.16.0.1:39604, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.077408, 8503358, TCP, raw, 52, C2S, 172.16.0.1:39608, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.078044, 8503367, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:36844, 301:2:1, allow
07/05-13:55:05.078093, 8503369, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:39616, 301:2:1, allow
07/05-13:55:05.078406, 8503376, TCP, raw, 52, C2S, 172.16.0.1:39610, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.079393, 8503389, TCP, raw, 52, C2S, 172.16.0.1:39612, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.080404, 8503394, TCP, raw, 52, C2S, 172.16.0.1:39614, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.082409, 8503423, TCP, raw, 52, C2S, 172.16.0.1:36836, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.084397, 8503444, TCP, raw, 52, C2S, 172.16.0.1:36840, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.085387, 8503455, TCP, raw, 52, C2S, 172.16.0.1:39618, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.086414, 8503470, TCP, raw, 52, C2S, 172.16.0.1:36848, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.087399, 8503483, TCP, raw, 52, C2S, 172.16.0.1:36846, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.090008, 8503563, TCP, raw, 63, S2C, 192.168.10.50:80, 172.16.0.1:36868, 301:2:1, allow
07/05-13:55:05.090402, 8503569, TCP, raw, 52, C2S, 172.16.0.1:36834, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.091402, 8503580, TCP, raw, 52, C2S, 172.16.0.1:36842, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.093386, 8503604, TCP, raw, 52, C2S, 172.16.0.1:36850, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.094409, 8503620, TCP, raw, 52, C2S, 172.16.0.1:36852, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.094411, 8503622, TCP, raw, 52, C2S, 172.16.0.1:36856, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.096397, 8503642, TCP, raw, 52, C2S, 172.16.0.1:36864, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.097387, 8503657, TCP, raw, 52, C2S, 172.16.0.1:36870, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.098411, 8503670, TCP, raw, 52, C2S, 172.16.0.1:36862, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.099407, 8503685, TCP, raw, 52, C2S, 172.16.0.1:36858, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.100396, 8503702, TCP, raw, 52, C2S, 172.16.0.1:36872, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.102406, 8503719, TCP, raw, 40, C2S, 172.16.0.1:36866, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.103387, 8503735, TCP, raw, 52, C2S, 172.16.0.1:36854, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.104411, 8503752, TCP, raw, 52, C2S, 172.16.0.1:36860, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.105404, 8503766, TCP, raw, 52, C2S, 172.16.0.1:39622, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.107387, 8503785, TCP, raw, 52, C2S, 172.16.0.1:39620, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.108412, 8503807, TCP, raw, 52, C2S, 172.16.0.1:39626, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.109399, 8503816, TCP, raw, 52, C2S, 172.16.0.1:39624, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.110385, 8503829, TCP, raw, 52, C2S, 172.16.0.1:39628, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.111408, 8503838, TCP, raw, 52, C2S, 172.16.0.1:39630, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.112402, 8503856, TCP, raw, 52, C2S, 172.16.0.1:39632, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.113402, 8503871, TCP, raw, 52, C2S, 172.16.0.1:39634, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.113408, 8503875, TCP, raw, 52, C2S, 172.16.0.1:39636, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.115410, 8503902, TCP, raw, 52, C2S, 172.16.0.1:39638, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.116390, 8503910, TCP, raw, 52, C2S, 172.16.0.1:39640, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.116871, 8503919, TCP, raw, 1500, S2C, 192.168.10.50:80, 172.16.0.1:39646, 301:2:1, allow
07/05-13:55:05.117394, 8503922, TCP, raw, 52, C2S, 172.16.0.1:39642, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.118402, 8503936, TCP, raw, 52, C2S, 172.16.0.1:39644, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.120391, 8503950, TCP, raw, 52, C2S, 172.16.0.1:36876, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.120401, 8503957, TCP, raw, 52, C2S, 172.16.0.1:36874, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.122385, 8503977, TCP, raw, 40, C2S, 172.16.0.1:36884, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.122397, 8503979, TCP, raw, 52, C2S, 172.16.0.1:36886, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.123408, 8503996, TCP, raw, 52, C2S, 172.16.0.1:36882, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.124393, 8504012, TCP, raw, 52, C2S, 172.16.0.1:39648, 192.168.10.50:80, 301:2:1, allow
07/05-13:55:05.125403, 8504027, TCP, raw, 52, C2S, 172.16.0.1:36880, 192.168.10.50:80, 301:2:1, allow
