07/05-11:42:57.616982, 2958, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-13:52:34.323728, 8129000, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50052, 301:1:1, allow
07/05-13:52:34.325746, 8129029, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48446, 301:1:1, allow
07/05-13:52:34.326668, 8129043, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48454, 301:1:1, allow
07/05-13:52:34.326709, 8129046, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50058, 301:1:1, allow
07/05-13:52:34.332682, 8129138, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50068, 301:1:1, allow
07/05-13:52:34.334694, 8129161, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50072, 301:1:1, allow
07/05-13:52:34.335696, 8129183, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50076, 301:1:1, allow
07/05-13:52:34.342680, 8129273, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50086, 301:1:1, allow
07/05-13:52:34.342684, 8129278, TCP, raw, 60, C2S, 172.16.0.1:48460, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.343717, 8129301, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50090, 301:1:1, allow
07/05-13:52:34.344699, 8129313, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50092, 301:1:1, allow
07/05-13:52:34.345675, 8129330, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50094, 301:1:1, allow
07/05-13:52:34.347711, 8129356, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50098, 301:1:1, allow
07/05-13:52:34.350710, 8129389, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50100, 301:1:1, allow
07/05-13:52:34.351698, 8129401, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50106, 301:1:1, allow
07/05-13:52:34.355700, 8129467, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50112, 301:1:1, allow
07/05-13:52:34.356667, 8129483, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50114, 301:1:1, allow
07/05-13:52:34.358708, 8129512, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48468, 301:1:1, allow
07/05-13:52:34.360716, 8129541, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50120, 301:1:1, allow
07/05-13:52:34.360750, 8129542, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50122, 301:1:1, allow
07/05-13:52:34.362698, 8129570, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50124, 301:1:1, allow
07/05-13:52:34.362711, 8129571, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50126, 301:1:1, allow
07/05-13:52:34.364657, 8129603, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50128, 301:1:1, allow
07/05-13:52:34.364664, 8129604, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50130, 301:1:1, allow
07/05-13:52:34.366682, 8129622, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50132, 301:1:1, allow
07/05-13:52:34.366697, 8129623, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50134, 301:1:1, allow
07/05-13:52:34.367737, 8129639, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50136, 301:1:1, allow
07/05-13:52:34.371687, 8129694, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50142, 301:1:1, allow
07/05-13:52:34.376661, 8129756, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50150, 301:1:1, allow
07/05-13:52:34.379702, 8129796, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50156, 301:1:1, allow
07/05-13:52:34.380670, 8129809, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50158, 301:1:1, allow
07/05-13:52:34.381733, 8129820, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50160, 301:1:1, allow
07/05-13:52:34.383666, 8129837, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50164, 301:1:1, allow
07/05-13:52:34.385734, 8129859, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50170, 301:1:1, allow
07/05-13:52:34.388680, 8129891, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50172, 301:1:1, allow
07/05-13:52:34.388692, 8129892, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50174, 301:1:1, allow
07/05-13:52:34.390678, 8129917, TCP, raw, 60, C2S, 172.16.0.1:43608, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.390686, 8129921, TCP, raw, 60, C2S, 172.16.0.1:43610, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.390690, 8129927, TCP, raw, 60, C2S, 172.16.0.1:43598, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.390692, 8129928, TCP, raw, 60, C2S, 172.16.0.1:43602, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.390700, 8129931, TCP, raw, 60, C2S, 172.16.0.1:43596, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.390715, 8129932, TCP, raw, 60, C2S, 172.16.0.1:43612, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.390823, 8129944, TCP, raw, 60, C2S, 172.16.0.1:43604, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.397730, 8130037, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50184, 301:1:1, allow
07/05-13:52:34.398695, 8130062, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50186, 301:1:1, allow
07/05-13:52:34.401696, 8130103, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50198, 301:1:1, allow
07/05-13:52:34.403664, 8130125, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50200, 301:1:1, allow
07/05-13:52:34.405699, 8130145, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50204, 301:1:1, allow
07/05-13:52:34.408690, 8130194, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50208, 301:1:1, allow
07/05-13:52:34.417663, 8130315, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50226, 301:1:1, allow
07/05-13:52:34.420666, 8130358, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50232, 301:1:1, allow
07/05-13:52:34.422673, 8130395, TCP, raw, 60, C2S, 172.16.0.1:43624, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.422675, 8130397, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48488, 301:1:1, allow
07/05-13:52:34.422731, 8130401, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48486, 301:1:1, allow
07/05-13:52:34.423699, 8130417, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50238, 301:1:1, allow
07/05-13:52:34.424689, 8130431, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50240, 301:1:1, allow
07/05-13:52:34.427697, 8130463, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50246, 301:1:1, allow
07/05-13:52:34.431672, 8130519, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50252, 301:1:1, allow
07/05-13:52:34.435666, 8130574, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50256, 301:1:1, allow
07/05-13:52:34.442757, 8130667, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50272, 301:1:1, allow
07/05-13:52:34.444703, 8130694, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50276, 301:1:1, allow
07/05-13:52:34.446706, 8130713, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50282, 301:1:1, allow
07/05-13:52:34.451669, 8130771, TCP, raw, 60, C2S, 172.16.0.1:50290, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.453666, 8130803, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50292, 301:1:1, allow
07/05-13:52:34.453703, 8130804, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50294, 301:1:1, allow
07/05-13:52:34.455701, 8130823, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50296, 301:1:1, allow
07/05-13:52:34.455733, 8130824, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50298, 301:1:1, allow
07/05-13:52:34.457703, 8130861, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50300, 301:1:1, allow
07/05-13:52:34.458670, 8130874, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50304, 301:1:1, allow
07/05-13:52:34.460756, 8130894, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50308, 301:1:1, allow
07/05-13:52:34.464715, 8130942, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50314, 301:1:1, allow
07/05-13:52:34.465722, 8130968, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50316, 301:1:1, allow
07/05-13:52:34.478730, 8131136, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50342, 301:1:1, allow
07/05-13:52:34.480731, 8131162, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50344, 301:1:1, allow
07/05-13:52:34.486677, 8131258, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48506, 301:1:1, allow
07/05-13:52:34.491702, 8131315, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50364, 301:1:1, allow
07/05-13:52:34.491738, 8131316, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50366, 301:1:1, allow
07/05-13:52:34.497662, 8131390, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50374, 301:1:1, allow
07/05-13:52:34.499698, 8131419, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50378, 301:1:1, allow
07/05-13:52:34.500686, 8131426, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50380, 301:1:1, allow
07/05-13:52:34.504730, 8131482, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50386, 301:1:1, allow
07/05-13:52:34.504733, 8131483, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50388, 301:1:1, allow
07/05-13:52:34.506718, 8131505, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50392, 301:1:1, allow
07/05-13:52:34.512695, 8131592, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50402, 301:1:1, allow
07/05-13:52:34.512696, 8131593, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50404, 301:1:1, allow
07/05-13:52:34.517720, 8131661, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50414, 301:1:1, allow
07/05-13:52:34.523720, 8131737, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50426, 301:1:1, allow
07/05-13:52:34.529687, 8131811, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50436, 301:1:1, allow
07/05-13:52:34.533659, 8131857, TCP, raw, 60, C2S, 172.16.0.1:50442, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.533697, 8131860, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48532, 301:1:1, allow
07/05-13:52:34.534674, 8131881, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48520, 301:1:1, allow
07/05-13:52:34.534687, 8131884, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48522, 301:1:1, allow
07/05-13:52:34.534727, 8131885, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48528, 301:1:1, allow
07/05-13:52:34.534729, 8131886, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48526, 301:1:1, allow
07/05-13:52:34.535678, 8131898, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50446, 301:1:1, allow
07/05-13:52:34.535726, 8131899, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50448, 301:1:1, allow
07/05-13:52:34.542731, 8131995, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50460, 301:1:1, allow
07/05-13:52:34.549659, 8132105, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50474, 301:1:1, allow
07/05-13:52:34.549660, 8132106, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50472, 301:1:1, allow
07/05-13:52:34.550682, 8132121, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48536, 301:1:1, allow
07/05-13:52:34.550726, 8132125, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48534, 301:1:1, allow
07/05-13:52:34.550727, 8132126, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48538, 301:1:1, allow
07/05-13:52:34.552668, 8132150, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50478, 301:1:1, allow
07/05-13:52:34.554657, 8132172, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50482, 301:1:1, allow
07/05-13:52:34.555658, 8132185, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50484, 301:1:1, allow
07/05-13:52:34.557666, 8132210, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50488, 301:1:1, allow
07/05-13:52:34.557682, 8132211, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50486, 301:1:1, allow
07/05-13:52:34.559687, 8132235, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50490, 301:1:1, allow
07/05-13:52:34.561660, 8132256, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50494, 301:1:1, allow
07/05-13:52:34.561669, 8132263, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50496, 301:1:1, allow
07/05-13:52:34.562727, 8132281, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50498, 301:1:1, allow
07/05-13:52:34.563728, 8132293, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50500, 301:1:1, allow
07/05-13:52:34.564703, 8132299, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50502, 301:1:1, allow
07/05-13:52:34.569684, 8132360, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50506, 301:1:1, allow
07/05-13:52:34.569723, 8132363, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50510, 301:1:1, allow
07/05-13:52:34.569730, 8132364, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50508, 301:1:1, allow
07/05-13:52:34.571736, 8132388, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50514, 301:1:1, allow
07/05-13:52:34.572666, 8132401, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50516, 301:1:1, allow
07/05-13:52:34.572678, 8132405, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50518, 301:1:1, allow
07/05-13:52:34.577650, 8132463, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50524, 301:1:1, allow
07/05-13:52:34.581706, 8132531, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50534, 301:1:1, allow
07/05-13:52:34.585707, 8132580, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50540, 301:1:1, allow
07/05-13:52:34.596671, 8132715, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50556, 301:1:1, allow
07/05-13:52:34.597717, 8132735, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48540, 301:1:1, allow
07/05-13:52:34.598694, 8132746, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50564, 301:1:1, allow
07/05-13:52:34.601698, 8132782, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50570, 301:1:1, allow
07/05-13:52:34.603709, 8132822, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50576, 301:1:1, allow
07/05-13:52:34.606721, 8132856, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50580, 301:1:1, allow
07/05-13:52:34.615715, 8132986, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50598, 301:1:1, allow
07/05-13:52:34.617715, 8133009, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50600, 301:1:1, allow
07/05-13:52:34.619671, 8133032, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50604, 301:1:1, allow
07/05-13:52:34.621696, 8133054, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50606, 301:1:1, allow
07/05-13:52:34.621700, 8133055, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50608, 301:1:1, allow
07/05-13:52:34.624652, 8133092, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50612, 301:1:1, allow
07/05-13:52:34.625671, 8133108, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50616, 301:1:1, allow
07/05-13:52:34.632710, 8133201, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50628, 301:1:1, allow
07/05-13:52:34.639689, 8133296, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50642, 301:1:1, allow
07/05-13:52:34.641706, 8133314, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50644, 301:1:1, allow
07/05-13:52:34.644710, 8133352, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50650, 301:1:1, allow
07/05-13:52:34.651718, 8133443, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50662, 301:1:1, allow
07/05-13:52:34.652678, 8133455, TCP, raw, 60, C2S, 172.16.0.1:50664, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.653730, 8133469, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50666, 301:1:1, allow
07/05-13:52:34.659687, 8133555, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50678, 301:1:1, allow
07/05-13:52:34.660663, 8133569, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50680, 301:1:1, allow
07/05-13:52:34.663679, 8133603, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50684, 301:1:1, allow
07/05-13:52:34.664671, 8133616, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50686, 301:1:1, allow
07/05-13:52:34.667657, 8133649, TCP, raw, 60, C2S, 172.16.0.1:50692, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.667665, 8133650, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50694, 301:1:1, allow
07/05-13:52:34.670670, 8133684, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50698, 301:1:1, allow
07/05-13:52:34.672659, 8133712, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50702, 301:1:1, allow
07/05-13:52:34.673667, 8133718, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50704, 301:1:1, allow
07/05-13:52:34.673715, 8133724, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50706, 301:1:1, allow
07/05-13:52:34.676707, 8133767, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50712, 301:1:1, allow
07/05-13:52:34.678656, 8133784, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50714, 301:1:1, allow
07/05-13:52:34.680660, 8133813, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50716, 301:1:1, allow
07/05-13:52:34.680710, 8133819, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50718, 301:1:1, allow
07/05-13:52:34.683687, 8133854, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50722, 301:1:1, allow
07/05-13:52:34.684665, 8133868, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50724, 301:1:1, allow
07/05-13:52:34.685729, 8133883, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50726, 301:1:1, allow
07/05-13:52:34.686684, 8133895, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50728, 301:1:1, allow
07/05-13:52:34.692682, 8133981, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50740, 301:1:1, allow
07/05-13:52:34.695671, 8134019, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50744, 301:1:1, allow
07/05-13:52:34.695690, 8134020, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50742, 301:1:1, allow
07/05-13:52:34.695693, 8134021, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50746, 301:1:1, allow
07/05-13:52:34.704704, 8134126, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50762, 301:1:1, allow
07/05-13:52:34.705689, 8134133, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50764, 301:1:1, allow
07/05-13:52:34.708679, 8134179, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50770, 301:1:1, allow
07/05-13:52:34.709681, 8134191, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50772, 301:1:1, allow
07/05-13:52:34.709708, 8134192, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50774, 301:1:1, allow
07/05-13:52:34.710661, 8134204, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48560, 301:1:1, allow
07/05-13:52:34.710665, 8134209, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48564, 301:1:1, allow
07/05-13:52:34.711653, 8134223, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50776, 301:1:1, allow
07/05-13:52:34.712669, 8134236, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50778, 301:1:1, allow
07/05-13:52:34.716716, 8134280, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50786, 301:1:1, allow
07/05-13:52:34.717693, 8134292, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50788, 301:1:1, allow
07/05-13:52:34.718706, 8134303, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50790, 301:1:1, allow
07/05-13:52:34.720703, 8134328, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50792, 301:1:1, allow
07/05-13:52:34.721732, 8134348, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50796, 301:1:1, allow
07/05-13:52:34.725695, 8134407, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50802, 301:1:1, allow
07/05-13:52:34.728654, 8134446, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50808, 301:1:1, allow
07/05-13:52:34.735680, 8134530, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50818, 301:1:1, allow
07/05-13:52:34.737714, 8134552, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50822, 301:1:1, allow
07/05-13:52:34.737724, 8134553, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50824, 301:1:1, allow
07/05-13:52:34.738704, 8134570, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50826, 301:1:1, allow
07/05-13:52:34.742648, 8134612, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48570, 301:1:1, allow
07/05-13:52:34.742697, 8134616, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48572, 301:1:1, allow
07/05-13:52:34.742707, 8134617, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50834, 301:1:1, allow
07/05-13:52:34.743707, 8134628, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50836, 301:1:1, allow
07/05-13:52:34.744660, 8134639, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50838, 301:1:1, allow
07/05-13:52:34.746681, 8134661, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50840, 301:1:1, allow
07/05-13:52:34.746688, 8134662, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50842, 301:1:1, allow
07/05-13:52:34.748705, 8134687, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50844, 301:1:1, allow
07/05-13:52:34.748742, 8134688, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50846, 301:1:1, allow
07/05-13:52:34.749724, 8134709, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50848, 301:1:1, allow
07/05-13:52:34.751728, 8134731, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50850, 301:1:1, allow
07/05-13:52:34.752687, 8134750, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50852, 301:1:1, allow
07/05-13:52:34.753697, 8134763, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50854, 301:1:1, allow
07/05-13:52:34.754659, 8134773, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50856, 301:1:1, allow
07/05-13:52:34.757653, 8134816, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50862, 301:1:1, allow
07/05-13:52:34.765662, 8134916, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50876, 301:1:1, allow
07/05-13:52:34.766699, 8134931, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50878, 301:1:1, allow
07/05-13:52:34.766700, 8134932, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50880, 301:1:1, allow
07/05-13:52:34.768703, 8134955, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50882, 301:1:1, allow
07/05-13:52:34.771706, 8134997, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50888, 301:1:1, allow
07/05-13:52:34.772705, 8135012, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50890, 301:1:1, allow
07/05-13:52:34.773676, 8135022, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48574, 301:1:1, allow
07/05-13:52:34.774653, 8135034, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48580, 301:1:1, allow
07/05-13:52:34.774654, 8135035, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48576, 301:1:1, allow
07/05-13:52:34.777667, 8135080, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50898, 301:1:1, allow
07/05-13:52:34.777716, 8135082, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50900, 301:1:1, allow
07/05-13:52:34.778657, 8135097, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50902, 301:1:1, allow
07/05-13:52:34.779681, 8135113, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50904, 301:1:1, allow
07/05-13:52:34.781684, 8135136, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50908, 301:1:1, allow
07/05-13:52:34.783677, 8135157, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50910, 301:1:1, allow
